"dress_leisure","dress_work","fit_top","fit_bottom","highlight","cover","body_shape","eyes","hair","size_top","size_bottom","size_footwear","size_bra","size_cup","height","weight","focus","adventurous","styles","prices","avoid","footwear","footwear_priority","footwear_families","job","birthdate","is_mother"
2,1,2,1,1,,1,3,3,4,4,3,3,"F",168,72,"1,4,3",2,5,1,,2,"1,6,10,4",5,10,1991-07-18,"false"
4,3,2,2,,"1,2,3,4,5",5,3,6,2,3,4,3,"B","165.1","45.4","5,1",4,"3,4",1,"3,2",2,"1,10,6","5,1",3,1992-04-10,"true"
4,2,3,2,,"2,5",3,1,4,8,7,5,6,"E","165.1","97.61","4,3",5,4,1,,2,"6,1",5,13,1979-03-21,"true"
4,2,1,3,"3,4,5",,5,3,4,3,3,3,4,"C",173,62,4,4,"6,2",1,9,,,,13,1990-12-15,"false"
2,3,2,1,,3,2,1,3,6,5,6,7,"C",168,92,"4,1",3,"5,6",1,"7,8","3,4","6,10","1,2,4",9,1969-12-12,"true"
2,3,1,2,"1,4,5",3,5,4,3,2,3,3,2,"B",162,56,"4,1",5,"3,4",2,"9,7,8",,,,14,1994-11-19,"false"
3,4,1,2,"4,3","2,5",1,4,4,3,4,3,5,"B","167.64","66.74",3,4,"6,4",1,,"3,2","6,1,10,4",,14,1993-03-31,"false"
2,3,1,1,"3,4,5",,1,5,3,1,1,1,4,"C",157,45,5,1,"2,6",1,,"3,4,1",1,,2,1995-01-31,"false"
2,3,1,1,"1,5",,5,5,4,4,4,2,4,,"157.48","66.28",5,3,"5,6",1,,3,1,,4,1979-10-23,"true"
3,2,2,1,,3,5,2,5,6,5,3,3,"F",170,85,"3,4,1",4,"3,1",1,"8,6",3,"6,10,1","6,3",4,1966-01-14,"false"
1,1,3,1,"3,5",4,1,3,6,4,6,3,3,"B",160,80,"1,5",1,3,1,5,2,1,5,6,1988-06-10,"true"
2,3,1,1,1,3,5,1,2,4,5,4,4,"D",166,80,"2,3,1",2,"5,1",1,"8,7","4,1","10,6",,14,1999-01-15,"true"
2,1,1,2,4,"5,3",5,3,3,3,4,5,4,,163,65,5,2,"6,5",1,2,,"6,1",,6,1996-03-02,"true"
1,1,1,2,"1,3,4",,5,5,4,3,2,5,3,"D",165,63,3,3,"5,3",1,,1,1,5,3,1998-05-28,"true"
2,2,3,1,,"2,5",2,6,2,6,6,5,5,"B","170.18","82.63",4,4,"6,1",1,"8,5","2,1",1,5,3,1984-11-18,"true"
2,4,3,1,,,5,5,2,2,2,3,3,"C",164,52,"5,2",3,"3,4",2,,1,4,"5,6",4,1984-01-12,"false"
4,2,1,1,,"2,5",5,5,2,3,3,2,5,"DD","152.4","54.93","1,5,3",4,5,1,"8,9",,,,2,1988-03-21,"false"
1,3,3,2,1,4,5,4,2,3,3,2,3,"B",165,56,"5,1",4,5,1,,3,"4,1",,14,1966-03-20,"true"
1,2,3,3,,,2,4,3,4,4,4,3,"B",163,69,2,3,"5,6",1,"5,7,8",3,"4,1,10,6",,8,1976-10-24,"true"
4,4,3,1,1,"3,4",2,4,3,5,5,4,9,"E",165,80,5,3,"5,6",1,,2,6,,12,1994-02-08,"true"
2,4,2,2,,"3,4",1,1,3,2,2,3,3,"D",168,60,"3,4,2",2,"3,5",2,"7,9",,,,12,1976-07-23,"true"
1,1,3,3,1,"2,3,4,5",2,5,2,7,7,6,6,"B",178,112,"2,5",5,"2,1",1,"8,7,9,5",,,,9,1995-04-07,"true"
2,3,3,2,5,4,6,4,5,4,4,3,4,"D","162.56","69.92",5,1,"2,5",1,"7,8,6,5","1,2","6,1,4",5,14,1977-05-08,"false"
4,4,3,1,"3,5,1",,4,3,6,2,1,1,2,"B",157,50,"3,4,5",3,"5,6",1,,4,"1,6,10",4,4,1996-11-07,"false"
2,2,3,3,1,"2,3,4,5",2,4,2,8,7,5,6,"DD","157.48","111.68","1,4",3,1,2,5,2,6,3,6,1962-09-06,"true"
2,2,2,1,"1,3,4,5",,1,1,3,2,3,3,3,"C",170,60,"4,5",3,"5,6",2,"6,9,7",,,,14,1979-12-02,"false"
1,4,2,1,,,2,5,5,4,3,3,4,"DD","162.56","59.47","2,4",3,"5,6",1,"1,5",3,"1,6","6,2,3,1,5,4",4,1977-10-24,"true"
1,1,1,2,,,3,3,6,4,4,5,4,"D",184,73,"3,1",,,1,,2,6,5,13,1984-07-20,"true"
2,1,1,1,3,,4,1,3,2,3,4,3,"C",169,61,"2,4,5",2,"5,6",1,,3,"10,6",4,4,1993-11-22,"false"
1,2,3,1,,"2,4",2,1,2,7,7,1,6,"FF","152.4","82.63","4,2",2,"1,2",1,"1,5,7,8","1,2",1,"1,3",4,1976-07-09,"true"
1,1,3,3,,"3,4",2,5,2,7,7,4,6,"D","154.94","96.7","1,5",4,"3,1",1,,2,1,5,6,1965-12-25,"true"
1,3,3,2,5,2,3,5,2,5,4,1,4,"C",158,61,"5,4",4,5,1,"7,9",,,,4,1960-02-11,"true"
1,4,2,1,"1,3,5","2,4",2,3,3,5,6,5,5,"C",175,85,"5,3",4,"6,1",2,"3,8",3,6,"5,3",4,1970-10-25,"true"
4,1,3,3,,,6,3,6,5,5,3,5,"D",148,72,"2,4",4,"1,3",1,,3,"1,10","1,2,3,4",3,1974-06-01,"true"
2,4,2,2,,,2,4,3,3,3,3,4,"B",165,70,"5,4",3,1,1,8,2,6,3,2,1993-10-12,"false"
4,1,3,1,,,2,3,5,7,7,4,4,"E",165,88,"4,5",,"5,1",1,,"2,1",1,,12,1986-08-03,"true"
2,1,2,2,,"5,1",4,4,3,4,4,4,5,"F",163,70,"1,5",2,"5,2",1,"1,5",2,"1,10",5,6,1970-05-31,"true"
2,1,2,2,3,,4,5,2,3,3,3,4,"C",170,67,"4,3",3,"5,6",2,7,3,1,2,2,1990-12-17,"false"
1,4,3,1,,"4,5",6,4,4,5,6,4,4,"D","170.18","77.63","3,5",3,"6,1",1,"6,7,8","2,3",1,"1,6",13,1975-12-11,"false"
3,3,2,2,5,1,5,2,1,3,4,2,4,"B",164,55,5,2,2,1,"1,5",3,"4,1",1,3,1958-07-21,"true"
3,4,1,2,4,"1,2,3,5",1,4,6,2,3,1,,,164,56,3,1,6,1,"8,4,7","2,1",6,"5,6",6,1999-04-08,"false"
3,1,1,1,,,5,1,3,3,3,6,3,"B",170,58,"5,3",1,1,1,"7,8",3,6,6,10,2007-05-20,
3,2,2,2,"1,4","2,3,5",1,3,3,3,4,3,5,"D",164,74,"1,4,3",5,"4,6",2,"6,7",3,"1,10,6",6,4,1972-05-05,"true"
1,1,2,2,,"3,5",1,3,3,5,6,4,5,"C",171,80,"4,2",2,,1,"1,7,6,5,9",,,,5,1988-07-12,"false"
2,1,3,2,,,2,3,5,8,8,6,6,,171,100,"2,5,1",,"1,5",1,"2,4,3,6,7,9",,,,14,1987-07-04,"true"
2,1,1,1,,,4,1,3,1,1,2,2,"B",160,45,4,4,"3,1",1,1,"2,1","4,1,6,10",5,4,1980-11-23,"true"
3,4,1,1,"1,3,4",,4,3,6,1,1,2,2,"D",163,47,"2,5,1",4,"5,2",3,"3,7,9,8",,,,14,1993-06-11,"true"
1,2,3,1,,,2,5,5,8,8,5,8,"E","175.26","108.05","1,5,2",2,1,2,"4,2",3,1,5,6,1981-08-19,"true"
1,1,3,1,,,2,3,3,8,8,5,9,"F",166,95,"3,4",3,1,1,1,1,1,3,13,1978-05-01,"false"
2,3,1,1,"1,2,4",,5,5,3,4,4,4,3,"E",167,62,"3,5",1,5,1,5,3,"4,1",5,2,1965-09-30,"true"
1,3,2,1,3,,4,5,3,1,1,1,1,"B",163,49,"3,4,1",3,"1,3",1,"6,9,7",,,,4,1991-09-05,"true"
4,1,2,1,"1,3",,4,3,3,3,2,3,6,"D",166,63,"1,5",2,"5,6",2,"2,8",4,"4,1",4,1,1986-06-04,"true"
4,3,1,2,,,1,3,5,2,2,2,2,"A",155,52,"4,3,1",3,"3,5",2,,3,"1,10,4,3",6,2,1966-09-27,"true"
1,1,3,1,5,"2,4",2,3,3,4,5,5,4,"C",164,81,4,2,"1,4",1,"7,8","1,2,3","4,6,1,10",5,3,1982-02-19,"true"
1,1,3,3,"3,5","2,4",3,1,3,3,3,3,3,"DD","162.56","63.56","1,5,4",3,"1,4",1,"7,9,8",,,,14,1997-10-08,"false"
2,1,3,1,,,2,4,2,6,6,5,7,"D",172,97,"1,5,3",1,"1,5",1,"7,8",4,6,5,2,1988-02-10,"true"
3,3,2,3,3,"4,5",1,4,3,3,3,3,3,,160,54,5,4,"6,3",1,,"1,2","4,1",5,14,,"false"
2,2,3,1,1,4,2,4,4,8,8,6,8,"E",170,110,"1,5,3",3,6,1,1,1,"3,4,10",5,14,1983-02-25,"true"
2,1,2,1,1,"3,4",2,2,4,5,6,3,7,"E",169,84,"5,4,3",3,"3,5",1,2,3,"6,4,1",4,3,1987-09-06,"true"
1,1,1,1,"3,5",,2,2,3,4,5,3,5,"E",160,74,"4,5",2,"5,3",1,7,"2,3","4,1,10",5,2,1979-12-05,"false"
1,1,1,1,,,4,3,6,1,1,2,1,"B",148,42,"2,5,4",3,"6,1",1,"8,2",3,"1,4",4,13,1992-06-16,"false"
4,4,1,1,"1,2,3,4,5",,2,5,3,3,3,4,3,"C",165,63,"2,5",5,"5,6",1,"7,8",3,"10,1","4,3,1",2,1977-10-29,"true"
2,4,3,1,"1,4",2,5,5,6,4,5,5,4,"E",173,80,"4,3,1",3,"4,5",1,"5,9",,,,14,1977-04-11,"true"
1,4,2,1,,,4,1,1,3,3,4,3,"B",171,49,"5,3,2",4,5,2,"1,5,9",,,,14,1973-08-25,"true"
2,3,1,2,1,2,4,5,2,4,4,5,6,"D",169,73,"5,3,1",3,6,2,7,3,1,6,5,1964-01-01,"true"
3,3,3,1,2,"3,4",6,4,3,3,4,3,3,,164,65,"5,3,2",3,"2,5",1,8,"2,3","1,4,6",,14,1978-03-10,"false"
3,3,1,1,1,4,4,4,2,1,2,3,3,"B","157.48","50.85","3,5",1,"6,2",1,,3,6,"3,6",4,1978-01-31,"true"
2,2,2,1,,,1,1,3,3,4,4,4,"B",168,67,"5,4",3,"2,5",1,"7,8",3,"6,1,4,10",,2,1991-02-19,"true"
1,2,1,1,4,"2,3,5",1,5,2,3,3,5,5,"B","162.56","65.38","1,4,3",1,"2,6",1,"2,8,7",2,4,"1,3",2,1969-05-30,"true"
4,2,1,1,,4,2,3,5,2,3,2,3,"C",165,64,"1,5,2",4,"2,3",1,"8,9,7,6",,,,14,1990-09-21,"true"
2,1,2,1,"1,5",4,4,2,2,2,3,3,4,,166,65,"4,3",3,5,1,5,3,"1,10,6",4,13,,"true"
2,3,1,1,"3,4,5",,1,4,6,1,2,4,2,"B",160,50,"4,2,3",5,5,1,8,4,4,5,5,1991-03-18,"true"
2,4,2,1,"1,5",2,3,1,3,5,5,3,6,"C",173,83,"1,5",3,"1,5",1,1,"3,2","1,10",3,6,1978-03-03,"true"
2,1,1,2,3,,3,3,6,3,3,3,5,"D",165,55,"2,4",3,"5,6",1,5,3,"10,1",4,12,1981-12-05,"false"
3,2,3,1,,4,2,4,1,4,4,1,5,"B",156,72,"4,1",2,4,1,,2,"4,1",5,4,1974-08-30,"true"
2,4,2,1,3,,5,1,5,2,3,4,4,,166,58,"1,3,5",3,"1,6",1,"6,8","1,3","6,1",,14,1984-12-06,"true"
3,1,1,2,"1,3,4",,4,3,6,4,5,7,4,"B",181,77,"1,4,2",3,"3,5",2,6,2,4,,7,1984-06-04,"true"
2,1,1,1,3,,1,5,2,3,3,4,4,"C",163,"62.4","1,5,2",4,"2,6",3,,3,"1,6,4","5,2",2,1989-06-29,"true"
2,1,1,1,"1,3,5",,2,1,2,5,5,5,5,"D",173,71,"2,5,3",3,"1,5",2,"8,7,9",,,,14,1989-09-23,"true"
1,3,2,2,1,3,2,5,3,5,6,5,7,"B",169,89,"5,4,2",5,2,2,5,1,1,1,14,1973-04-24,"true"
1,1,3,2,1,"3,5",2,4,5,7,6,4,7,"D",154,85,"4,3",1,"5,4",1,,1,"1,4",,13,1984-07-13,"true"
1,1,2,3,5,,3,6,1,5,5,3,7,"D",165,78,5,3,4,2,"7,8",3,4,3,4,1965-09-27,"false"
1,2,1,2,"3,4",,1,5,2,3,3,4,3,"C","167.64","64.47","1,5",1,6,1,"7,8",3,"6,1,3",4,14,1991-08-30,"false"
2,3,2,1,"1,4,5",3,1,5,2,3,4,4,3,"C",175,67,"4,3,2",1,5,1,"8,7","3,1","4,1",1,10,1995-03-19,"false"
1,1,1,2,,"2,5",4,5,3,4,4,4,3,"B","162.56",,5,3,2,1,"1,5,8,7",2,1,5,14,1973-03-17,"false"
4,1,1,1,,,3,3,6,1,2,1,3,,156,49,"5,4",3,"3,6",1,,2,1,5,3,1980-12-27,"true"
1,1,2,1,3,1,1,3,3,3,4,7,4,,185,74,5,2,1,1,8,1,"1,6,10,4",5,10,1983-04-06,"false"
2,4,3,3,1,"2,3,4,5",2,5,6,8,8,4,8,"C",169,95,5,1,"6,4",1,"5,3,2",3,"6,1","1,4,6",14,1969-01-08,"true"
1,3,1,2,4,"1,2",4,5,3,4,4,3,4,"C",157,55,"1,3,4",2,"2,6",1,"8,9",,,,14,1939-03-25,"false"
1,1,3,1,,"5,4",1,6,5,6,6,3,4,"F","152.4","107.14","4,3",2,"6,4",1,"1,5,7,9,8",,,,7,1976-11-30,"false"
1,4,3,3,1,"2,4",6,5,1,7,5,4,4,"C","172.72","94.43",5,5,"3,1",1,"1,5,8",1,1,5,12,1963-10-12,"false"
1,1,1,2,,,2,3,3,6,7,3,4,"C",156,72,5,3,"1,4",1,"6,7,9,4,3,5",,,,6,1975-01-20,"true"
2,4,2,2,,"4,3",6,3,3,3,4,3,3,"B",163,68,"1,5,4",3,5,1,"2,8,7","3,4","4,10,6",6,12,1984-09-27,"false"
2,3,2,1,,,3,1,6,4,3,3,5,"D",163,69,"4,1",3,"3,1",1,"7,8","1,3","6,1,10","2,4,6,5",14,1980-04-25,"true"
2,2,2,1,1,4,2,3,4,6,6,0,5,"B",150,66,"4,5",3,5,1,"5,7,8",2,"1,4",5,3,1970-03-15,"true"
2,2,3,1,"1,4","3,5",1,3,3,7,7,6,8,"E",168,84,"2,5,3",5,"5,4",1,7,1,"4,1","3,5",2,1965-07-01,"true"
4,4,3,3,,"1,2,3",5,1,2,6,6,2,9,"D",153,82,1,3,1,1,"6,7",2,"1,10",5,6,1986-02-12,"true"
2,3,1,2,"5,3",,6,1,1,3,3,2,3,"C",163,56,4,3,4,2,"7,8,5",3,"1,4","4,6",4,1971-09-13,"true"
2,1,1,1,,2,3,3,2,4,3,3,5,"C",167,56,5,4,"5,6",1,,"2,3","4,1","2,5",6,1967-01-12,"true"
1,3,2,1,,,5,1,2,3,4,2,4,"C",160,58,"4,5",4,"1,6",2,,3,"1,6",4,13,1966-12-31,"true"
2,1,3,1,"3,5",2,2,3,3,6,6,4,5,"C",170,77,"2,4",5,"4,6",2,"1,9,8,4,3,5,2",,,,13,2002-06-22,"false"
1,3,1,1,"4,5,3",,2,5,3,3,4,4,4,"E",159,67,"3,4",3,"5,1",1,"8,5",2,"1,6,10","2,3,1",7,1983-09-15,"true"
1,2,3,3,,"3,4,5",6,3,5,6,6,3,6,"DD","165.1","86.26","4,2",4,"1,6",2,,1,1,"6,1",3,1970-10-28,"true"
1,1,3,2,,"2,3,4",2,4,2,5,5,2,5,"D","154.94",79,"1,5,2",3,1,1,"1,8,7",1,1,"5,3",13,1968-03-18,"true"
1,2,2,1,,"3,5",4,4,3,5,6,4,5,"C",168,71,"5,1",3,4,1,"5,7,8,6,9,1",,,,2,1982-02-01,"true"
3,4,1,1,,,1,5,2,4,5,5,4,"D","172.72","69.92","3,2",3,"1,4",1,"1,5","1,2,3","6,10",,4,1972-09-06,"true"
2,4,2,1,1,"2,3,4,5",2,3,5,3,4,3,4,"C",162,70,"3,4",3,5,1,8,2,1,5,4,1978-10-09,"true"
1,1,2,3,1,"2,3,5",5,5,2,6,6,3,7,"D",162,90,"2,5,3",2,"6,3",1,"5,8,7",1,"4,1","2,3,5",2,1984-10-30,"true"
1,1,3,1,,,6,4,3,4,4,4,4,"C","165.1","74.91","2,4",3,"5,6",1,"8,6,7","1,2,3",,,10,1984-10-25,"true"
2,1,1,1,"1,3,4",2,5,5,2,4,5,3,5,"D",162,70,"1,5,2",5,"3,5",1,"2,7",3,"1,6",,14,1991-04-18,"true"
2,3,3,1,"3,4,5",2,2,3,6,6,6,4,6,"D",170,89,4,1,"2,6",1,2,3,"6,1,10",,14,1992-09-03,"false"
2,1,2,3,,"3,4,5",2,3,5,5,5,3,5,"C","170.18","81.27","1,5,2",4,1,2,"2,6,7,8,9",,,,4,1981-01-26,"true"
2,3,2,1,"4,5","2,3",1,6,1,2,3,2,2,,165,59,"5,4,2",3,"4,1",2,,4,1,,2,1984-07-25,"true"
3,4,3,3,,,5,3,6,4,4,4,3,"B",170,60,"3,2",5,"3,4",2,,"3,4,2,1","4,1,3,6,10",,14,1980-08-22,"true"
2,4,3,1,,,4,4,3,5,5,6,4,"B",175,75,"4,2",3,"3,5",1,"6,9",,,,4,1984-05-11,"true"
1,2,3,2,"1,3,4",5,4,4,2,2,2,3,3,"C",164,50,"4,2",3,3,2,,"3,2","4,6",1,5,1976-04-03,"true"
3,3,3,2,1,"2,3,4",6,2,3,5,5,3,2,"B",168,73,"5,4,3",3,"2,4",1,"3,7,8","3,2","6,10","4,3",4,1972-01-08,"true"
1,4,3,2,,"2,3,4",3,5,1,8,6,5,9,"DD","165.1","111.23","2,5",2,4,1,"1,5","2,1",1,6,14,1955-05-20,"true"
2,4,1,1,,1,1,3,6,2,2,4,2,"A",170,56,"1,5",,1,3,5,1,"6,1",5,6,1994-04-14,"true"
1,1,2,2,,,2,4,3,4,5,2,4,"B",163,80,"4,1",1,"4,1",1,9,,,,3,1994-08-26,"false"
2,2,1,1,3,2,2,5,2,4,4,4,5,"D","162.56","76.27","4,3",1,"6,5",1,,3,1,,4,1987-03-29,"true"
1,2,3,3,,,2,1,3,5,5,4,5,"C",165,80,"1,5",1,"2,5",1,"2,5",2,"3,10,1,6,4",6,14,2003-03-15,"false"
2,1,1,2,1,2,5,3,2,5,6,6,4,"DD","180.34","96.25","4,2",3,"6,2",1,"7,8,9",,,,5,1983-12-28,"true"
3,1,2,2,,"3,5",5,3,3,3,3,3,3,"B",170,60,"3,4,5",2,"6,2",2,"7,9",,,,4,1957-03-27,
1,3,3,2,,2,6,5,4,5,6,4,5,"B","167.64","76.27","4,3,2",3,"3,4",2,,2,1,6,5,1961-12-29,"true"
1,2,2,1,4,"2,3,5",5,3,6,3,6,5,4,,170,82,"1,5",1,"5,6",1,,"2,4,1","6,1,4,3,10",2,10,1999-02-10,"false"
2,1,2,1,"1,5",4,2,4,2,6,6,7,5,"E",178,95,"4,2",2,4,1,"5,7",1,"6,1",6,3,1989-06-16,"false"
4,2,1,1,3,,5,5,3,2,2,3,3,"E",158,56,"4,5",3,"3,4",1,,"2,3,1","6,10",5,10,2003-10-01,"false"
3,1,1,1,4,2,5,1,4,1,1,6,2,"C","162.56","48.12","1,5",5,"1,6",1,"8,7,2","2,3,1",10,"4,5,2",14,1996-07-28,"true"
2,4,3,2,,,1,5,2,3,3,4,2,"C",165,67,"5,2",2,5,1,9,,,,4,1994-10-11,"false"
2,3,1,2,,,1,5,2,2,3,4,3,"B",176,64,4,5,4,3,"7,9",,,,5,1976-08-25,"false"
1,1,3,1,"3,4",,1,3,6,2,2,4,1,"A",163,52,"2,4,1",5,"5,1",1,"1,5",1,1,"6,5",3,1996-06-02,"true"
4,3,3,3,1,,6,5,3,5,5,4,4,"C",169,79,"4,2",5,5,1,"7,9,8,6",,,,,,
2,4,1,1,"3,4",,4,4,5,1,1,2,1,"B",170,52,"4,5,3",5,"3,4",1,8,"3,4","6,1,10",,12,1992-08-22,"false"
1,1,1,1,,,3,3,3,4,4,3,4,"D",161,62,"3,2",4,1,2,,1,1,3,,1977-03-14,"true"
2,1,2,1,5,,3,1,2,3,2,3,2,"B",170,55,4,4,"1,5",1,,3,"6,4",5,2,1979-05-27,"true"
2,4,2,3,"1,5","2,4",2,4,2,5,5,4,6,"D",167,75,3,4,6,1,"9,8,7,6,1",,,,4,1975-07-10,"false"
1,3,1,2,5,"1,4",2,4,3,3,3,3,4,"B",158,56,"2,4,3",2,"1,2",1,"2,3",,"1,4,6",,14,1969-12-28,"true"
1,1,2,1,,,1,3,6,3,3,3,3,"B",160,60,"1,5,3",3,"3,4",1,"8,7",3,"1,10,4,6,3","2,4",2,1989-06-22,"true"
2,1,3,2,5,4,2,5,2,5,5,3,8,"DD","170.18","null","2,1",4,"5,6",1,,3,1,"5,6",9,1972-06-30,"true"
2,2,3,1,,,1,4,3,6,5,4,6,"DD","167.64","86.71","3,5",4,6,1,3,3,1,4,12,1987-11-06,"true"
1,1,1,2,,,5,4,2,1,2,3,3,"A",160,53,"1,4",5,6,1,8,3,"1,6",4,2,1994-10-14,"false"
1,1,3,2,,"4,5",6,3,3,1,1,2,2,"B",156,55,"1,5,3",2,1,2,"2,6","1,2","1,10",3,6,1993-04-09,"true"
2,1,1,1,1,,6,5,2,2,3,1,3,"C",163,50,"3,4",3,5,2,"7,8",4,"1,10",4,5,1984-02-20,"true"
2,1,2,1,3,,2,2,3,4,4,4,4,,172,63,"2,5,4",2,"5,3",1,,"1,3",10,,4,1972-05-19,"false"
1,1,1,1,,,1,4,5,4,4,4,4,"B",160,65,5,5,"1,6",1,,3,10,,14,1994-11-01,"true"
1,1,3,2,,2,2,3,3,5,4,4,5,"B",165,73,"2,5",1,"5,6",2,"5,7,8",1,"1,10","1,2,4",6,1982-11-11,"true"
1,2,1,1,,,1,5,2,3,3,3,4,"B","167.64","57.2","1,5",4,"1,6",1,,3,"10,6","6,1,4,5",12,1992-02-14,"true"
3,4,3,3,1,"2,3,4,5",2,6,6,8,8,4,7,"D",155,90,"2,3,1",3,"3,2",1,5,"2,3","1,10","4,5",3,1969-04-15,"true"
2,1,2,1,3,,4,2,3,3,2,5,3,"B",168,64,"1,5,2",5,"5,1",1,"8,7","2,3",1,"5,4",2,1977-11-09,"true"
2,4,1,1,,,4,1,3,1,1,4,1,,165,50,5,3,3,1,"8,7",2,"10,6",4,4,1978-09-30,"true"
3,4,3,3,,2,4,5,2,7,6,5,4,"D",170,96,"3,5,4",3,"6,4",1,"5,1,2,4,3,6",2,"4,1","3,5,4",13,1968-01-12,"true"
1,2,1,1,"3,4",,4,1,3,2,2,4,2,"B",174,58,"4,3",3,3,1,"7,8",2,6,5,5,1998-07-15,"false"
1,3,3,2,1,,2,1,6,3,4,2,4,"C",155,68,"5,3",4,5,1,"5,8",3,6,1,4,1965-10-26,"true"
3,1,3,3,1,4,2,1,2,5,5,3,4,"C","160.02","81.72","1,5,3",4,"5,1",1,"7,8,9,6",,,,13,1972-08-04,"true"
3,3,2,2,1,"3,4",2,5,2,7,7,6,4,"C",173,92,"5,2,4",1,2,1,"1,3,6,7,8,9",,,,4,1978-05-31,"false"
2,4,1,1,3,,4,3,6,3,3,2,4,"B",167,58,5,2,"5,1",1,"8,5",3,"4,10,1",5,13,1963-03-23,"true"
1,1,3,1,,,3,3,6,2,2,2,4,,165,56,1,1,,1,"8,9",,,,6,1977-06-12,"false"
1,2,3,3,,,5,3,6,4,5,4,4,"C",169,82,4,3,"2,6",1,,"1,2",10,3,4,1980-12-07,"true"
2,1,1,1,"1,4","2,3,5",2,3,2,5,6,4,6,"B",165,75,"1,5",4,"5,1",1,,3,1,,1,1972-11-19,"false"
1,2,1,1,1,,1,5,3,2,2,2,2,"B",168,58,3,3,"1,5",1,8,2,6,6,5,1985-02-27,"true"
2,4,1,2,4,5,5,3,5,3,4,3,4,"D",160,64,"3,2",2,"6,2",1,"3,7,8",3,4,2,14,1990-09-15,"false"
1,3,3,1,,2,,1,3,5,6,5,5,"C","177.8","80.81","2,4,3",1,"6,4",3,2,"1,2","4,1,6",,5,1981-08-26,"true"
1,2,1,2,3,4,2,5,4,4,5,6,5,"B",171,75,"4,3",3,"5,6",1,"7,9",,,,14,1983-09-16,"true"
1,1,3,1,"4,5","1,2,3",6,3,2,6,8,5,7,"D",150,110,"5,4,1",3,3,1,"1,5",2,4,5,14,1994-06-01,"false"
1,1,3,1,,,2,5,2,6,6,6,7,"B",174,96,"3,5,2",3,5,1,,1,10,,12,1982-06-26,"true"
4,4,1,1,,4,1,1,6,2,3,2,2,"A",157,60,4,4,"5,1",1,"8,7",3,6,4,14,1991-10-10,"false"
1,1,3,1,,,4,3,6,5,6,5,6,,166,85,"2,4,5",3,"5,1",1,"2,5",,10,"5,6",2,1979-09-13,"false"
1,3,2,3,4,"3,5",1,5,3,3,4,4,3,"A",169,62,"3,4,2",3,"4,2",1,,"2,1","6,3",,11,1985-10-29,"true"
2,1,3,2,"1,3","2,4,5",4,3,2,4,4,4,7,"C",165,70,"1,5,3",3,1,2,"6,7,8,9",,,,2,1984-06-08,"false"
4,2,2,3,,"4,2",2,4,4,8,8,6,5,"C",162,96,"3,4",5,"3,6",1,,"2,1,3","10,1,6",,2,1987-04-25,"true"
3,2,1,2,1,3,3,3,5,4,4,3,4,"C",170,74,"3,4",2,"2,4",1,"8,9,6,3",,,,2,1975-06-24,"true"
4,4,2,1,,2,5,5,2,2,2,3,4,"B",170,57,"4,5,2",3,6,2,,1,6,,3,1987-03-24,"false"
2,1,1,1,"1,3","2,4",1,4,5,1,1,2,3,"B",157,47,"1,5,3",3,6,1,8,3,1,4,4,1989-09-10,"false"
2,1,2,2,,"3,4,5",4,4,3,5,5,4,5,"C",164,88,"3,2",2,"1,6",1,"8,7",3,"6,1,4,10",3,4,1987-06-27,"true"
2,4,1,1,"2,4,5",3,5,6,5,3,4,7,5,"B",183,67,3,3,"5,6",1,"8,9",,,,7,1990-12-24,"false"
1,4,1,1,,,1,1,3,2,3,2,3,"B",157,57,"3,4,2",4,"1,2",1,,"1,3,2","4,1",,4,1976-11-10,"true"
1,4,2,3,,"2,3",2,5,2,6,6,4,4,"C",173,92,"4,1",2,4,1,"3,9",,,,4,1973-12-31,"false"
1,4,3,2,,"2,4",5,5,2,2,3,2,5,"B",160,58,"4,2",3,"4,5",1,"7,9,8",,,,13,1987-07-09,"true"
4,4,1,3,1,"2,4",3,3,6,5,5,5,5,"C",168,80,"1,4,3",3,"5,3",1,,"3,2,1","6,10",,12,1977-12-23,"false"
2,4,3,1,"1,3,4,5",,4,5,2,3,3,4,3,"B",166,62,"4,3,2",5,"3,5",1,,"3,1","10,6",,7,1988-04-14,"true"
1,1,1,1,"3,4,5",,3,3,3,1,2,3,2,"E",155,51,"4,2",2,"5,2",1,"8,7",1,"6,4,1,10,3",5,14,1998-08-26,"false"
2,4,3,1,,4,4,1,3,4,4,4,4,"B",159,62,"5,4",5,5,1,,3,"1,10",,13,1978-04-10,"true"
2,2,3,1,"1,4",2,3,5,2,6,6,6,8,"C",175,98,"3,5,1",4,"3,5",2,"5,7",1,6,,5,1987-05-23,"true"
1,1,3,1,"1,3","2,4",2,5,2,3,4,4,5,"C",168,61,"1,5",1,"1,4",2,"1,5","1,2",1,"3,5",13,1971-09-29,"false"
3,3,3,1,,"1,2,5,4,3",2,3,3,4,4,5,4,"C",162,74,"3,5",3,"2,4",1,"5,7,8,9,6",,,,2,1973-11-24,"true"
2,4,1,2,3,2,3,3,4,2,3,4,3,"B",172,53,3,4,1,3,"1,5,6,7,8","1,3","1,4",3,14,1983-01-18,"true"
1,4,3,2,5,,4,3,2,4,4,4,3,"DD","165.1","68.1","2,4",1,"6,4",1,"6,7,8,9",,,,4,1968-07-21,"true"
